Gene	go_all
Mle_025582	GO:0005576;GO:0005615;GO:0001872;GO:0001849;GO:0046790;GO:0006954;GO:0045087;GO:0044869;GO:0044871;GO:1903016;GO:1903019;GO:0046597;GO:0008228;GO:0045429;GO:0050766;GO:0001878;GO:0006606
Mle_025589	GO:0005737;GO:0005868;GO:0005874;GO:0031982;GO:0003774;GO:0007018;GO:0006810;GO:0005515;GO:0007018;GO:0005868
Mle_025591	GO:0005737;GO:0005634;GO:0008408;GO:0008852;GO:0003676;GO:0008310;GO:0000729;GO:0006302;GO:0000724;GO:0090305;GO:0003676;GO:0008408;GO:0006139
Mle_025594	GO:0016021;GO:0005886;GO:0007155;GO:0005515
Mle_025595	GO:0016021
Mle_025599	GO:0000781;GO:0000784;GO:0000783;GO:0005654;GO:0005634;GO:0070187;GO:0017151;GO:0098505;GO:0043047;GO:0010521;GO:0042162;GO:0051276;GO:0032508;GO:0070200;GO:0051974;GO:0060383;GO:0051096;GO:0051973;GO:0032212;GO:0032210;GO:0032202;GO:0016233;GO:0007004;GO:0003677;GO:0000723;GO:0000784
Mle_025604	GO:0070062;GO:0000123;GO:0005654;GO:0008270;GO:0043966;GO:0043983;GO:0043981;GO:0043982;GO:0035556;GO:0005515
Mle_025605	GO:0006310;GO:0032196
Mle_025606	GO:0005887;GO:0005886;GO:0042734;GO:0004930;GO:0008066;GO:0001642;GO:0007196;GO:0030818;GO:0051966;GO:0007608;GO:0007601
Mle_025609	GO:0016021
Mle_025610	GO:0060170;GO:0005929;GO:0005783;GO:0016021;GO:0005509;GO:0050982;GO:0003127;GO:0006811;GO:0005216;GO:0006811;GO:0055085;GO:0016020
Mle_025611	GO:0005737;GO:0030425;GO:0005887;GO:0005622;GO:0016020;GO:0045121;GO:0005886;GO:0004016;GO:0008179;GO:0005524;GO:0000287;GO:0030145;GO:0046982;GO:0007190;GO:0034199;GO:0007189;GO:0007193;GO:0007188;GO:0006171;GO:0019933;GO:1904322;GO:0071377;GO:0003091;GO:0016849;GO:0009190;GO:0035556
Mle_025612	GO:0005884;GO:0005737;GO:0005524;GO:0005200;GO:0070359;GO:0007010;GO:0000902
Mle_025613	GO:0005921;GO:0016021;GO:0005886;GO:0005243;GO:0006811;GO:0005921
Mle_025615	GO:0005694;GO:0005730;GO:0005654;GO:0003677;GO:0003729;GO:0010835;GO:0006417;GO:0003723
Mle_025616	GO:0005737;GO:0005829;GO:0005783;GO:0070062;GO:0005615;GO:0005739;GO:0005634;GO:0005790;GO:0004601;GO:0051920;GO:0042803;GO:0019471;GO:0045454;GO:0030198;GO:0008584;GO:2000255;GO:0055114;GO:0022417;GO:0072593;GO:0007283;GO:0016209;GO:0016491;GO:0055114;GO:0016491;GO:0051920;GO:0055114
Mle_025619	GO:0005765;GO:0005764;GO:0004558;GO:0030246;GO:0032450;GO:0005980;GO:0004553;GO:0005975
Mle_025623	GO:0030176;GO:0005524;GO:0004521;GO:0004674;GO:0030968;GO:0030969;GO:0002119;GO:0090305;GO:1902255;GO:0006990;GO:0006468;GO:0001666;GO:0035966;GO:1904576;GO:0004672;GO:0005524;GO:0006468;GO:0004540;GO:0006397;GO:0004672;GO:0006468
Mle_025628	GO:0016021;GO:0043025;GO:0031513;GO:0005886;GO:0005216;GO:0050896
Mle_025633	GO:0005694;GO:0005737;GO:0016020;GO:0005730;GO:0005654;GO:0005634;GO:0000166;GO:0044822;GO:0007275;GO:0040019;GO:0003676;GO:0005515
Mle_025635	GO:0005930;GO:0005737;GO:0005856;GO:0005730;GO:0005654;GO:0005634;GO:0001534;GO:0035082;GO:0003341
Mle_025654	GO:0005829;GO:0030552;GO:0007283
Mle_025661	GO:0005634;GO:0003779;GO:0071949;GO:0043914;GO:0016709;GO:0008270;GO:0030042;GO:0007010;GO:0007507;GO:0001947;GO:0055114;GO:0010735;GO:0019417;GO:0005515;GO:0008270;GO:0016491;GO:0055114
Mle_025662	GO:0005737;GO:0070062;GO:0004046;GO:0046872;GO:0008237;GO:0006520;GO:0016787;GO:0008152
Mle_025663	GO:0043679;GO:0005737;GO:0005829;GO:0005925;GO:0043025;GO:0043234;GO:0043015;GO:0031435;GO:0060070;GO:0021695;GO:0050772;GO:0090263;GO:0046330;GO:0005515
Mle_025667	GO:0070062;GO:0005794;GO:0000139;GO:0016021;GO:0016020;GO:0005886;GO:0005578;GO:0017134;GO:0005102;GO:0060349;GO:0050900;GO:0010955;GO:0030512;GO:0032330;GO:0016020
Mle_025669	GO:0005886;GO:0005968;GO:0004663;GO:0017137;GO:0008270;GO:0006464;GO:0018344;GO:0042981;GO:0007601;GO:0003824
Mle_025671	GO:0005829;GO:0005634;GO:0005524;GO:0004693;GO:0071222;GO:0043065;GO:0050729;GO:0004672;GO:0005524;GO:0006468;GO:0004672;GO:0006468
Mle_025674	GO:0005604;GO:0005938;GO:0030054;GO:0070062;GO:0005509;GO:0050896;GO:0007601;GO:0016020;GO:0005515
Mle_025679	GO:0005634;GO:0005525;GO:0003924;GO:0006974;GO:0042254;GO:0005525;GO:0005525;GO:0003924;GO:0005525;GO:0005525;GO:0007264
Mle_025682	GO:0005813;GO:0005737;GO:0016591;GO:0005654;GO:0005634;GO:0000993;GO:0070940;GO:0008284;GO:0045944;GO:0010564;GO:0006351
Mle_025683	GO:0005737;GO:0005829;GO:0097452;GO:0015630;GO:0005634;GO:0004365;GO:0008017;GO:0051287;GO:0050661;GO:0035605;GO:0006006;GO:0006096;GO:0000226;GO:0051402;GO:0035606;GO:0050821;GO:0006417;GO:0016620;GO:0055114;GO:0016620;GO:0055114
Mle_025685	NA;GO:0008168;GO:0008152
Mle_025686	GO:0005737;GO:0005634;GO:0005524;GO:0004693;GO:0004672;GO:0005524;GO:0006468;GO:0004672;GO:0006468
Mle_025691	GO:0005887;GO:0005355;GO:0005351;GO:0046323;GO:0035428;GO:0022857;GO:0055085;GO:0016021;GO:0003735;GO:0006412;GO:0005622;GO:0005840
Mle_025695	GO:0044822;GO:0005515
Mle_025696	GO:0030424;GO:0005737;GO:0030425;GO:0005769;GO:0010008;GO:0005887;GO:0043231;GO:0045121;GO:0043025;GO:0005886;GO:0043235;GO:0005524;GO:0005509;GO:0004713;GO:0005088;GO:0004872;GO:0004714;GO:0006919;GO:0071300;GO:0001838;GO:0048484;GO:0007156;GO:0060384;GO:0097021;GO:0000165;GO:0033619;GO:0001755;GO:0007158;GO:0042551;GO:0061146;GO:0033630;GO:0030335;GO:0045793;GO:2001241;GO:0072300;GO:0014042;GO:0010976;GO:1903263;GO:0045893;GO:0007497;GO:0006468;GO:0050770;GO:0030155;GO:0042493;GO:0048265;GO:0060041;GO:0007165;GO:0007169;GO:0035799;GO:0001657;GO:0004672;GO:0005524;GO:0006468;GO:0004672;GO:0006468;GO:0005515
Mle_025699	GO:0016021;GO:0005886;GO:0005524;GO:0042626
Mle_025703	GO:0005829;GO:0030140;GO:0042609
Mle_025704	GO:0005615;GO:0005509;GO:0030246;GO:0042806;GO:0010185;GO:0001868;GO:0045088
Mle_025705	GO:0005737;GO:0022625;GO:0005794;GO:0005730;GO:0030687;GO:0044822;GO:0008270;GO:0008631;GO:0043065;GO:0046330;GO:0033674;GO:0043410;GO:0042273;GO:0003676;GO:0008270;GO:0046872
Mle_025709	GO:0005509;GO:0005515;GO:0005509;GO:0005515;GO:0005509
Mle_025711	GO:0005887;GO:0005622;GO:0043005;GO:0043025;GO:0005886;GO:0047631;GO:0005262;GO:0005272;GO:0098703;GO:0070588;GO:0006816;GO:0044849;GO:0032024;GO:1903223;GO:0006979
Mle_025714	GO:0009986;GO:0030425;GO:0016600;GO:0016021;GO:0031594;GO:0043025;GO:0005886;GO:0014069;GO:0097060;GO:0005509;GO:0042803;GO:0030971;GO:0097110;GO:0048856;GO:0030509;GO:0048813;GO:0009953;GO:0042733;GO:0030326;GO:0006897;GO:0001942;GO:0001822;GO:0060173;GO:0050771;GO:0090090;GO:0030279;GO:0030178;GO:0042475;GO:0050731;GO:1901631;GO:1904395;GO:0097104;GO:0097105;GO:0051290;GO:0008104;GO:0009954;GO:0043113;GO:0001932;GO:0071340;GO:0050808;GO:0051124;GO:0016055;GO:0005515;GO:0005515;GO:0005509
Mle_025721	GO:0008124;GO:0006729;GO:0008124;GO:0006729
Mle_025722	GO:0005737;GO:0016021;GO:0005746;GO:0005747;GO:0005739;GO:0005654;GO:0008137;GO:0097190;GO:0097191;GO:0030308;GO:0045892
Mle_025724	GO:0005737;GO:0033290;GO:0005850;GO:0005851;GO:0043614;GO:0005840;GO:0043022;GO:0003743;GO:0034198;GO:0034644;GO:0032057;GO:0034976;GO:0006413;GO:0003676;GO:0003723;GO:0003743
Mle_025726	GO:0005737;GO:0005886;GO:0005509;GO:0070290;GO:0005546;GO:0004630;GO:0009793;GO:0016042;GO:0006643;GO:0046470;GO:0010044;GO:0006979;GO:0005515
Mle_025732	GO:0016874;GO:0008270;GO:0016567;GO:0008270
Mle_025747	GO:0005858;GO:0005930;GO:0005737;GO:0005874;GO:0036157;GO:0005524;GO:0016887;GO:0003777;GO:0042384;GO:0003341;GO:0007368;GO:0007507;GO:0021670;GO:0036158;GO:0030317
Mle_025749	GO:0070062;GO:0005739;GO:0043262;GO:0047631;GO:0046032;GO:0046709;GO:0016787
Mle_025750	GO:0005887;GO:0044224;GO:0008076;GO:0005251;GO:0005249;GO:0019228;GO:0071805;GO:0051260;GO:0005216;GO:0006811;GO:0055085;GO:0016020;GO:0051260
Mle_025757	GO:0005737;GO:0000932;GO:0043231;GO:0016020;GO:0005634;GO:0005667;GO:0008047;GO:0030234;GO:0016787;GO:0042802;GO:0003729;GO:0008134;GO:0000290;GO:0031087;GO:0000184;GO:0045893;GO:1903608;GO:0007179;GO:0008047;GO:0000290;GO:0043085
Mle_025768	GO:0005929;GO:0005515
Mle_025772	GO:0005737;GO:0005525;GO:0003934;GO:0046872;GO:0035998;GO:0006729;GO:0046654;GO:0033739;GO:0008616
Mle_025773	GO:0005759;GO:1990234;GO:0046872;GO:0046982;GO:0000010;GO:0050347;GO:0008299;GO:0051290;GO:0006744;GO:0008299;GO:0016740;GO:0009058;GO:0009234
Mle_025774	GO:0005737;GO:0005856;GO:0005524
Mle_025775	GO:0009986;GO:0010008;GO:0005887;GO:0005886;GO:0005537;GO:0004872;GO:0004888;GO:0001618;GO:0071346;GO:0071353;GO:0071222;GO:0006898
Mle_025777	GO:0005783;GO:0070062;GO:0031012;GO:0005615;GO:0005578;GO:0005201;GO:0020037;GO:0005152;GO:0046872;GO:0004601;GO:0030198;GO:0042744;GO:0006955;GO:0055114;GO:0006979;GO:0005515
Mle_025778	GO:0043564;GO:0070419;GO:0000784;GO:0005654;GO:0051575;GO:0005524;GO:0004003;GO:0003684;GO:0042162;GO:0071480;GO:0071481;GO:0032508;GO:0006310;GO:0006303;GO:0045892;GO:0000723;GO:0006351;GO:0003677;GO:0006303;GO:0003677;GO:0004003;GO:0006303
Mle_025783	GO:0005737;GO:0005829;GO:0070062;GO:0016020;GO:0005654;GO:0005634;GO:0003677;GO:0016874;GO:0044822;GO:0004842;GO:0006284;GO:0030154;GO:0016574;GO:1903955;GO:0006513;GO:0000209;GO:0042787
Mle_025784	GO:0016021;GO:0005215;GO:0055085;GO:0055085;GO:0016021
Mle_025786	GO:0005615;GO:0005509;GO:0030246;GO:0042806;GO:0010185;GO:0001868;GO:0045088
Mle_025789	GO:0016021;GO:0022857;GO:0006811;GO:0022857;GO:0055085;GO:0016021;GO:0055085;GO:0016021
Mle_025793	NA
Mle_025795	GO:0034464;GO:0034451;GO:0005814;GO:0005813;GO:0036064;GO:0060170;GO:0035869;GO:0005929;GO:0005829;GO:0031514;GO:0031513;GO:0005634;GO:0000242;GO:0032391;GO:0001917;GO:0001750;GO:0043014;GO:0048487;GO:0034452;GO:0003777;GO:0001103;GO:0030534;GO:0048854;GO:0051297;GO:0021987;GO:0042384;GO:0060271;GO:0016358;GO:0060324;GO:0045444;GO:0060613;GO:0001947;GO:0021766;GO:0046907;GO:0051457;GO:0032402;GO:0034454;GO:0000226;GO:0000281;GO:0030837;GO:0038108;GO:0010629;GO:0034260;GO:0003085;GO:0001843;GO:0001764;GO:0035058;GO:0045494;GO:0035845;GO:0045724;GO:0040018;GO:0071539;GO:0061512;GO:0033365;GO:1903546;GO:0015031;GO:0060296;GO:0032465;GO:0019216;GO:1902855;GO:0051492;GO:0001895;GO:0046548;GO:0007608;GO:0050893;GO:0035176;GO:0007286;GO:0021756;GO:0021591;GO:0007601;GO:0005515;GO:0005515;GO:0005515;GO:0005515;GO:0005515;GO:0005515
Mle_025799	GO:0005737;GO:0016021;GO:0005886;GO:0031983;GO:0012506;GO:0004177;GO:0070006;GO:0042277;GO:0008270;GO:0016477;GO:0008283;GO:0006725;GO:0043171;GO:0006508;GO:0008217;GO:0003081;GO:0008237;GO:0008270
Mle_025804	NA
Mle_025811	GO:0005737;GO:0043304
Mle_025813	GO:0070062;GO:0005796;GO:0016266
Mle_025814	GO:0005634;GO:0003677;GO:0046872;GO:0006355;GO:0006351;GO:0046872;GO:0008270;GO:0006886;GO:0006888;GO:0030127;GO:0046872
Mle_025818	GO:0016323;GO:0070062;GO:0016021;GO:0005452;GO:0009636;GO:0022857;GO:0055085;GO:0016021;GO:0055085;GO:0016021
Mle_025819	GO:0016235;GO:0030122;GO:0060170;GO:0005905;GO:0005737;GO:0005829;GO:0031901;GO:0043231;GO:0016020;GO:0005886;GO:0005509;GO:0031593;GO:0008283;GO:0048268;GO:0032456;GO:0007173;GO:0006895;GO:0042059;GO:0015031;GO:0019065;GO:0016050;GO:0046718;GO:0005509;GO:0003774;GO:0016459;GO:0005515;GO:0005509;GO:0005509
Mle_025823	GO:0030424;GO:0005576;GO:0005886;GO:0005044;GO:0004252;GO:0006887;GO:0005044;GO:0016020;GO:0016020
Mle_025824	GO:0003964
Mle_025834	GO:0005743;GO:0005840;GO:0070125;GO:0070124
Mle_025835	GO:0012505;GO:0019898;GO:0005543;GO:0005515
Mle_025836	GO:0005737;GO:0005829;GO:0005634;GO:0070635;GO:0070636;GO:0008477;GO:0050263;GO:0045437;GO:0034356;GO:0019358;GO:0006152;GO:0046135;GO:0008655
Mle_025837	GO:0005801;GO:0005887;GO:0005635;GO:0048471;GO:0005886;GO:0005262;GO:0015279;GO:0070588;GO:0006828;GO:0030168;GO:0051480;GO:0007338;GO:0005515;GO:0005216;GO:0006811;GO:0055085;GO:0016020;GO:0005515
Mle_025841	GO:0005622;GO:0005525;GO:0003924;GO:0043022;GO:0042256
Mle_025843	GO:0016021;GO:0005886;GO:0016500;GO:0005515
Mle_025845	GO:0030673;GO:0030054;GO:0043198;GO:0043197;GO:0005789;GO:0005615;GO:0038039;GO:0005887;GO:0043231;GO:0045121;GO:0031966;GO:0043005;GO:0043025;GO:0045211;GO:0008021;GO:0004965;GO:0008134;GO:0007193;GO:0007214;GO:0007194;GO:0008285;GO:0033602;GO:0032811;GO:0014053;GO:0050805;GO:0001649;GO:0014049;GO:0060124;GO:0030817;GO:0014048;GO:0045471;GO:0035094
Mle_025859	GO:0005737;GO:0005730;GO:0005634;GO:0032040;GO:0005524;GO:0004004;GO:0044822;GO:0003724;GO:0030490;GO:0006396;GO:0003676;GO:0005524;GO:0005524;GO:0006810;GO:0004386;GO:0003677;GO:0005524;GO:0016787
Mle_025860	GO:0016021;GO:0008289;GO:0016747;GO:0006869;GO:0007275;GO:0016747
Mle_025862	GO:0071013;GO:0000350;GO:0005515
Mle_025866	NA
Mle_025869	GO:0005829;GO:0042383;GO:0005509;GO:0004721;GO:0006470;GO:0005509;GO:0005509;GO:0007165;GO:0005578;GO:0005515;GO:0005509;GO:0005509;GO:0005509;GO:0005509
Mle_025870	GO:0030054;GO:0060170;GO:0005737;GO:0043197;GO:0043005;GO:0044309;GO:0097481;GO:0005886;GO:0045211;GO:0030160;GO:0042802;GO:0035255;GO:0008022;GO:0097110;GO:0017124;GO:0008270;GO:0030534;GO:0097113;GO:0048854;GO:0060997;GO:0097117;GO:0007612;GO:0000165;GO:0007613;GO:0032232;GO:0045794;GO:0097114;GO:2000969;GO:0060999;GO:2000463;GO:1900451;GO:0048170;GO:1900273;GO:0051835;GO:0051968;GO:0097107;GO:0061001;GO:1900452;GO:1900271;GO:0035176;GO:0021773;GO:0007416;GO:0042297;GO:0071625;GO:0005515;GO:0005515
Mle_025873	GO:0016021;GO:0005886;GO:0005385;GO:0048701;GO:0001701;GO:0060173;GO:0071577;GO:0006829;GO:0046873;GO:0030001;GO:0055085;GO:0016020
Mle_025875	GO:0009986;GO:0005737;GO:0005783;GO:0009897;GO:0070062;GO:0005615;GO:0034673;GO:0005887;GO:0005578;GO:0043235;GO:0015026;GO:0005539;GO:0030165;GO:0046332;GO:0050431;GO:0070123;GO:0005024;GO:0005114;GO:0001824;GO:0001568;GO:0001974;GO:0030509;GO:0060317;GO:0060038;GO:0032963;GO:0060976;GO:0060977;GO:0060318;GO:0060216;GO:0009790;GO:0003347;GO:0001837;GO:0060347;GO:0006955;GO:0001701;GO:0035556;GO:0001889;GO:1902338;GO:0051271;GO:0010633;GO:0050680;GO:0010719;GO:0010629;GO:0001649;GO:0060021;GO:0060389;GO:0030513;GO:0008284;GO:0051092;GO:0030511;GO:0050880;GO:0032354;GO:0034699;GO:0034695;GO:0007179;GO:0001570;GO:0060979;GO:0055010;GO:0061032
Mle_025877	GO:0005737;GO:0005524;GO:0004674;GO:0006915;GO:0030097;GO:0043066;GO:0046777;GO:0006468;GO:0007346;GO:0004672;GO:0005524;GO:0006468;GO:0004672;GO:0006468
Mle_025880	GO:0005737;GO:0005730;GO:0005654;GO:0005634;GO:0003677;GO:0003910;GO:0003950;GO:0006284;GO:0051103;GO:0006281;GO:0097191;GO:0006273;GO:0006471;GO:0003950;GO:0003950;GO:0006471
Mle_025885	GO:0032279;GO:0030673;GO:0016323;GO:0044297;GO:0030425;GO:0043197;GO:0012505;GO:0005783;GO:0016021;GO:0043025;GO:0005886;GO:0014069;GO:0045211;GO:0048786;GO:0042734;GO:0043195;GO:0031683;GO:0001609;GO:0001664;GO:0031072;GO:0032795;GO:0004629;GO:0046982;GO:0001883;GO:0000186;GO:0007193;GO:0050890;GO:0050965;GO:0060079;GO:0007186;GO:0016042;GO:0002674;GO:0043066;GO:0045776;GO:0055118;GO:0008285;GO:0042323;GO:0042321;GO:0014050;GO:0045822;GO:0046888;GO:0002686;GO:0050995;GO:1900453;GO:0070256;GO:0032900;GO:0035814;GO:0032229;GO:0051967;GO:0045908;GO:0045777;GO:0045741;GO:0032244;GO:0002793;GO:0043268;GO:0035307;GO:0006612;GO:0055117;GO:0003093;GO:0002087;GO:0051930;GO:0048167;GO:0060087;GO:0001666;GO:0001659;GO:0004930;GO:0007186;GO:0016021
Mle_025886	GO:0005783;GO:0005789;GO:0016021;GO:0033781;GO:0020037;GO:0005506;GO:0008395;GO:0006699;GO:0006707;GO:0007399;GO:0016125;GO:0006805;GO:0005506;GO:0016705;GO:0020037;GO:0055114
Mle_025893	GO:0005737;GO:0005524;GO:0008270;GO:0006260;GO:0006457;GO:0009408
Mle_025902	GO:0030054;GO:0009986;GO:0005615;GO:0016021;GO:0005886;GO:0045202;GO:0042803;GO:0007409;GO:0007420;GO:0001709;GO:0007417;GO:0009953;GO:0048704;GO:0007156
Mle_025903	GO:0005737;GO:0005634;GO:0043186;GO:1990923;GO:0071546;GO:0034584;GO:0030154;GO:0043046;GO:0007276;GO:0031047;GO:0030718;GO:0007126;GO:0007275;GO:0034587;GO:0006417;GO:0000966;GO:0005515;GO:0003676
Mle_025904	GO:0017076
Mle_025915	GO:0005737;GO:0005739;GO:0005654;GO:0005634;GO:0051747;GO:0043734;GO:0008198;GO:0016706;GO:1990930;GO:0008283;GO:0006307;GO:0006281;GO:0035552;GO:0035553;GO:0016491;GO:0055114
Mle_025916	GO:0005737;GO:0005654;GO:0032299;GO:0046872;GO:0004540;GO:0003723;GO:0004523;GO:0006260;GO:0043137;GO:0006298;GO:0006401;GO:0016020;GO:0016021
Mle_025919	GO:0005737;GO:0031965;GO:0005643;GO:0005524;GO:0004004;GO:0003723;GO:0006406;GO:0015031;GO:0010501;GO:0003676;GO:0005524
Mle_025920	GO:0016021;GO:0031902;GO:0005886;GO:0055037;GO:0015386;GO:0015385;GO:0006811;GO:0071805;GO:0051453;GO:0098719;GO:0015299;GO:0006812;GO:0055085;GO:0016021
Mle_025922	GO:0070062;GO:0016020;GO:0005515;GO:0005515;GO:0005515;GO:0005515;GO:0005515
Mle_025923	GO:0044308;GO:0031410;GO:0005829;GO:0005769;GO:0031901;GO:0005768;GO:0070062;GO:0019897;GO:0055037;GO:0005969;GO:0005545;GO:0030742;GO:0046872;GO:0042803;GO:0006897;GO:0006906;GO:0046872;GO:0008134;GO:0042803;GO:0045502
Mle_025924	GO:0005737;GO:0019898;GO:0005886;GO:0008289;GO:0005089;GO:0035556;GO:0035025;GO:0005515;GO:0005089;GO:0035023
Mle_025928	GO:0005634;GO:0031519;GO:0008270;GO:0006355;GO:0006351;GO:0046872;GO:0005515;GO:0008270;GO:0005515;GO:0008270
Mle_025929	GO:0005622;GO:0005085;GO:0007264;GO:0005085;GO:0007264
Mle_025931	GO:0070062;GO:0016607;GO:0005681;GO:0000166;GO:0044822;GO:0036002;GO:0006397;GO:0000381;GO:0008380;GO:0003676
Mle_025935	GO:0005783;GO:0009897;GO:0070062;GO:0031012;GO:0005576;GO:0005578;GO:0033093;GO:0051087;GO:0005518;GO:0001948;GO:0042802;GO:0019865;GO:0005178;GO:0002020;GO:0042803;GO:0047485;GO:0007596;GO:0007155;GO:0031589;GO:0007599;GO:0001889;GO:0001890;GO:0030168;GO:0051260;GO:0005515;GO:0005515
Mle_025942	GO:0016021;GO:0008289;GO:0005543;GO:0090158
Mle_025955	GO:0005576;GO:0016020;GO:0016901;GO:0048038;GO:0005044;GO:0005975;GO:0005044;GO:0016020;GO:0016020
Mle_025958	GO:0005737;GO:0005829;GO:0005730;GO:0005654;GO:1990452;GO:0043234;GO:0019005;GO:0030332;GO:0042802;GO:0050816;GO:0030674;GO:0031625;GO:0097027;GO:0004842;GO:0006974;GO:0034644;GO:0055088;GO:0032876;GO:2000346;GO:0045746;GO:2000639;GO:0010868;GO:0045741;GO:0070374;GO:1903378;GO:1901800;GO:1903955;GO:0031398;GO:2000060;GO:0051443;GO:0000209;GO:0050821;GO:0016567;GO:1902806;GO:0010883;GO:1903146;GO:0032880;GO:0031146;GO:0007062;GO:0001944;GO:0016032;GO:0005515
Mle_025962	GO:0005654;GO:0070545;GO:0030687;GO:0043021;GO:0000466;GO:0000463;GO:0005515
Mle_025963	GO:0016021;GO:0005886;GO:0008502;GO:0004930;GO:0007186;GO:0016021
Mle_025972	GO:0016021;GO:0043235;GO:0005509;GO:0015031;GO:0006898;GO:0005515
Mle_025973	GO:0030054;GO:0005634;GO:0005777;GO:0045211;GO:0005524;GO:0008568;GO:0031122;GO:0005524;GO:0005524;GO:0009378;GO:0006281;GO:0006310;GO:0003678;GO:0005524;GO:0005524;GO:0016301;GO:0005524;GO:0016887;GO:0005524;GO:0008134;GO:0006355
Mle_025975	GO:0005634;GO:0003677;GO:0006397;GO:0051028;GO:0006355;GO:0008380;GO:0006351
Mle_025982	GO:0033186;GO:0005737;GO:0000790;GO:0005654;GO:0005634;GO:0043234;GO:0003682;GO:0042393;GO:0051082;GO:0007049;GO:0031497;GO:0006281;GO:0006260;GO:0006335;GO:0098779;GO:0002230;GO:0006461;GO:0006355;GO:0006351;GO:0098792;GO:0005515
Mle_025989	GO:0008234;GO:0008234;GO:0006508;GO:0004197;GO:0006508;GO:0004197;GO:0050790
Mle_025991	GO:0005737;GO:0005829;GO:0070062;GO:0005615;GO:0005622;GO:0016020;GO:0005634;GO:0043027;GO:0002020;GO:0004867;GO:0071391;GO:0006955;GO:0002448;GO:0033668;GO:0043066;GO:0010951;GO:0010628;GO:0042270;GO:0009617
Mle_025992	GO:0005737;GO:0008757;GO:0008203;GO:0043414;GO:0061065;GO:0008168;GO:0018024;GO:0008168;GO:0008152
Mle_025997	GO:0005576;GO:0005515;GO:0005515
Mle_025999	GO:0003904;GO:0003677;GO:0006281;GO:0018298
Mle_026000	GO:0016604;GO:0005634;GO:0003677;GO:0046872;GO:0043621;GO:0000981;GO:0000122;GO:0045893;GO:0006351;GO:0046872;GO:0003677;GO:0046872
Mle_026001	GO:0016021;GO:0005765;GO:0006810;GO:0055085;GO:0016021
Mle_026006	GO:0005887;GO:0004252;GO:0004252;GO:0006508;GO:0005044;GO:0016020
Mle_026007	GO:0005887;GO:0031513;GO:0004930;GO:0004983;GO:0007166;GO:0007186;GO:0051384;GO:0004930;GO:0007186;GO:0016021
Mle_026010	GO:0005576;GO:0005615;GO:0005773;GO:0004180;GO:0004181;GO:0008270;GO:0007039;GO:0004181;GO:0008270;GO:0006508;GO:0004180;GO:0006508
Mle_026011	GO:0005634
Mle_026016	GO:0048046;GO:0005618;GO:0005773;GO:0004565;GO:0030246;GO:0005975
Mle_026018	GO:0016021;GO:0001750;GO:0005886;GO:0004930;GO:0009881;GO:0007602;GO:0018298;GO:0007601;GO:0004930;GO:0007186;GO:0016021
Mle_026020	GO:0005737;GO:0016020;GO:0007049;GO:0005737
Mle_026022	GO:0031594;GO:0016874;GO:0061630;GO:0004842;GO:0008270;GO:0007528;GO:0016567;GO:0008270
Mle_026024	GO:0047804;GO:0047315;GO:0016212;GO:0030170;GO:0009058;GO:0006520;GO:0070189;GO:0030170;GO:0009058;GO:0030170;GO:0016846
Mle_026025	GO:0005680;GO:0005813;GO:0005654;GO:0048471;GO:0043234;GO:0000922;GO:0042826;GO:0031145;GO:0051301;GO:0007067;GO:0008284;GO:0090129;GO:0031915;GO:1904668;GO:0016567;GO:0050773;GO:0040020;GO:0005515
Mle_026028	GO:0005576;GO:0046872
Mle_026030	GO:0000139;GO:0016021;GO:0050656;GO:0050659;GO:0019319;GO:0008146
Mle_026032	GO:0005737;GO:0030677;GO:0004526;GO:0008270;GO:0001682
Mle_026033	GO:0009507;GO:0006952
Mle_026039	GO:0005737;GO:0004815;GO:0005524;GO:0003676;GO:0006422;GO:0000166;GO:0004812;GO:0005524;GO:0006418;GO:0003676;GO:0000049;GO:0004812;GO:0005524;GO:0043039;GO:0005737
Mle_026040	GO:0005634;GO:0003677;GO:0046872;GO:0006355;GO:0006351;GO:0046872;GO:0046872;GO:0046872
Mle_026044	GO:0005789;GO:0071782;GO:0005768;GO:0005794;GO:0032593;GO:0030670;GO:0072372;GO:0055037;GO:0055038;GO:0005802;GO:0019003;GO:0005525;GO:0007409;GO:0061467;GO:0032869;GO:0071786;GO:0016197;GO:0045200;GO:0097051;GO:0043001;GO:0006893;GO:0030859;GO:0072659;GO:0007264;GO:0016192;GO:0005525;GO:0005525;GO:0007264;GO:0005525;GO:0005525;GO:0007264
Mle_026046	GO:0005886;GO:0016529;GO:0030315;GO:0005891;GO:0008331;GO:0005245;GO:0006816;GO:0007528;GO:0006612;GO:1901385;GO:0007268
Mle_026052	GO:0016602;GO:0005654;GO:0005634;GO:0032993;GO:0001046;GO:0003677;GO:0000978;GO:0003700;GO:0001077;GO:2000648;GO:0045944;GO:0045893;GO:2000036;GO:0006355;GO:0048511;GO:0003700;GO:0006355
Mle_026054	GO:0005634;GO:1901031;GO:1901031;GO:0005634
