Gene	sp_id	sp_evalue	sp_desc	go_all	Pfam
Mle_023688	Q9EQU5	2e-65	Protein SET	GO:0005737;GO:0005829;GO:0005783;GO:0005654;GO:0005634;GO:0048471;GO:0043234;GO:0003677;GO:0043524;GO:0045892;GO:0006334;GO:0006334;GO:0005634	PF00956;PF00956
Mle_023689	Q4UMH6	2e-35	Putative ankyrin repeat protein RF_0381	GO:0015969;GO:0005515;GO:0005515	PF00023;PF13606
Mle_023691	B3EWZ8	1e-06	Ectin	GO:0005576	NA
Mle_023692	Q8BUG5	9e-51	Calcyphosin-2	GO:0005509;GO:0005509;GO:0005509;GO:0005509	PF00036;PF13405;PF13499
Mle_023696	Q8R5J9	4e-19	PRA1 family protein 3	GO:0005856;GO:0005783;GO:0005789;GO:0070062;GO:0016021;GO:0016020;GO:0005886;GO:0008631;GO:0015813;GO:0002037;GO:0010917;GO:0043065;GO:0043280;GO:0032874	NA
Mle_023699	Q6KC79	0	Nipped-B-like protein	GO:0000785;GO:0070062;GO:0005654;GO:0005634;GO:0032116;GO:0003682;GO:0070087;GO:0042826;GO:0008022;GO:0047485;GO:0007420;GO:0034613;GO:0006974;GO:0071481;GO:0050890;GO:0048589;GO:0042471;GO:0048557;GO:0035115;GO:0048703;GO:0035261;GO:0048592;GO:0060325;GO:0045444;GO:0035136;GO:0061010;GO:0003007;GO:0034088;GO:0001656;GO:0007064;GO:0000122;GO:0045892;GO:0003151;GO:0031065;GO:0040018;GO:0045778;GO:0045944;GO:0048638;GO:0045995;GO:0042634;GO:0007605;GO:0019827;GO:0061038;GO:0005515	PF02985
Mle_023703	Q9JF44	7e-05	Plaque-size/host range protein	GO:0016021;GO:0045916	NA
Mle_023704	Q6PR54	7e-13	Telomere-associated protein RIF1	GO:0000781;GO:0005737;GO:0001939;GO:0001940;GO:0005634;GO:0005886;GO:0005819;GO:0007049;GO:0006974;GO:2001034;GO:0019827	NA
Mle_023709	Q8IYT8	2e-76	Serine/threonine-protein kinase ULK2	GO:0030659;GO:0034045;GO:0005524;GO:0004674;GO:0006914;GO:0048675;GO:0048671;GO:0046777;GO:0010506;GO:0042594;GO:0007165;GO:0004672;GO:0005524;GO:0006468;GO:0005524;GO:0016773;GO:0016020;GO:0004672;GO:0006468;GO:0004674	PF00069;PF00069;PF00069;PF06293;PF06293;PF06293;PF07714;PF07714;PF12063
Mle_023713	Q96Q11	1e-80	CCA tRNA nucleotidyltransferase 1, mitochondrial	GO:0005622;GO:0005759;GO:0005739;GO:0005654;GO:0005524;GO:0052929;GO:0052928;GO:0052927;GO:0034062;GO:0004810;GO:0000049;GO:1990180;GO:0006626;GO:0042780;GO:0001680;GO:0003723;GO:0016779;GO:0006396	PF01743;PF01743;PF01743
Mle_023715	Q7M0H3	6e-06	Nucleoside diphosphate-linked moiety X motif 19, mitochondrial	GO:0005777;GO:0016787;GO:0046872;GO:0003676;GO:0008270;GO:0016787	PF00098;PF00098;PF00293
Mle_023718	Q90YY5	1e-11	Mediator of RNA polymerase II transcription subunit 26	GO:0016592;GO:0003677;GO:0001104;GO:0006357;GO:0006351;GO:0003677;GO:0006351;GO:0005634	PF08711;PF08711;PF08711
Mle_023725	Q5E936	8e-30	Thioredoxin domain-containing protein 12	GO:0005788;GO:0015037;GO:0019153;GO:0045454;GO:1902236;GO:0045454	PF00085
Mle_023726	Q9Z1L5	1e-32	Voltage-dependent calcium channel subunit alpha-2/delta-3	GO:0005891;GO:0005262;GO:0005246;GO:0046872;GO:0005244;GO:0070588;GO:0051924	NA
Mle_023730	P20004	0	Aconitate hydratase, mitochondrial	GO:0005739;GO:0043209;GO:0005634;GO:0051539;GO:0003994;GO:0005506;GO:0006101;GO:0006099;GO:0008152;GO:0008152	PF00330;PF00694
Mle_023731	A8C752	5e-14	Thyroid adenoma-associated protein homolog [Chlorocebus aethiops]	NA;GO:0005515	PF02985
Mle_023739	Q7NWC3	2e-20	GTPase Era	GO:0005737;GO:0005886;GO:0005525;GO:0003924;GO:0070181;GO:0042274;GO:0005524;GO:0016887;GO:0005525;GO:0007264;GO:0003924;GO:0004871;GO:0019001;GO:0031683;GO:0007186;GO:0005525;GO:0005525;GO:0003924;GO:0005525;GO:0005525;GO:0005525;GO:0007264	PF00005;PF00005;PF00071;PF00071;PF00503;PF00503;PF00503;PF00503;PF00503;PF01926;PF02421;PF03193;PF03193;PF04548;PF08477;PF08477
Mle_023740	Q6DCS1	7e-07	LYR motif-containing protein 4 [Xenopus laevis]	GO:0005739;GO:0005634	NA
Mle_023742	Q96LT4	6e-101	Sphingomyelin synthase-related protein 1	GO:0030176;GO:0016021;GO:0016740;GO:0046513;GO:2000303;GO:0006686;GO:0005515;GO:0043565;GO:0005634;GO:0005515	PF00536;PF02198;PF02198;PF07647
Mle_023744	Q7ZWJ7	2e-37	60S ribosomal protein L34 [Danio rerio]	GO:0022625;GO:0003723;GO:0003735;GO:0042254;GO:0006412;GO:0003735;GO:0006412;GO:0005622;GO:0005840	PF01199;PF01199;PF01199;PF01199
Mle_023745	Q10914	2e-05	Glutamate receptor 2	GO:0030054;GO:0016021;GO:0045211;GO:0005234;GO:0004970;GO:0004970;GO:0016020	PF00060;PF00060
Mle_023749	Q9D1R9	4e-35	60S ribosomal protein L34	GO:0022625;GO:0070062;GO:0005739;GO:0005730;GO:0003723;GO:0003735;GO:0042254;GO:0006412;GO:0003735;GO:0006412;GO:0005622;GO:0005840	PF01199;PF01199;PF01199;PF01199
Mle_023751	A5A6P2	4e-114	Acid ceramidase	GO:0070062;GO:0005615;GO:0005764;GO:0017040;GO:0006629	NA
Mle_023754	Q8WXD0	2e-08	Relaxin receptor 2	GO:0016021;GO:0005886;GO:0004930;GO:0017046;GO:0016500;GO:0007189;GO:0007193;GO:0007188;GO:0008584;GO:0043066;GO:0008285;GO:0001556;GO:0030819;GO:0004930;GO:0007186;GO:0016021	PF00001;PF00001;PF00001
Mle_023756	Q6PAM1	3e-52	Alpha-taxilin	GO:0005737;GO:0016020;GO:0042113;GO:0006887;GO:0098779;GO:0019905;GO:0048870;GO:0031514	PF09728;PF13851;PF13851
Mle_023759	Q8WXX0	0	Dynein heavy chain 7, axonemal	GO:0005858;GO:0005929;GO:0005737;GO:0036156;GO:0005874;GO:0005524;GO:0016887;GO:0005509;GO:0003777;GO:0003341;GO:0001539;GO:0036159;GO:0005524;GO:0003777;GO:0007018;GO:0030286;GO:0005524;GO:0016887;GO:0008771	PF00004;PF03028;PF03028;PF03028;PF07728;PF07728;PF08218
Mle_023761	P97260	7e-49	Sterol regulatory element-binding protein cleavage-activating protein	GO:0005783;GO:0005789;GO:0012507;GO:0000139;GO:0016021;GO:0016020;GO:0015485;GO:0008022;GO:0090110;GO:0008203;GO:0072600;GO:0032933;GO:0035105;GO:0016021	PF02460
Mle_023762	Q9CPP7	1e-94	Gastric triacylglycerol lipase	GO:0005576;GO:0005739;GO:0016615;GO:0004806;GO:0016042;GO:0006108;GO:0006629	PF04083
Mle_023763	Q62513	8e-22	Zinc finger protein 260	GO:0005737;GO:0005654;GO:0003677;GO:0046872;GO:0003700;GO:0007275;GO:0006355;GO:0006351;GO:0046872;GO:0003677;GO:0046872;GO:0046872	PF00096;PF02892;PF13465;PF13912
Mle_023766	O15819	1e-50	Histone H3.3 type a	GO:0000786;GO:0005634;GO:0003677;GO:0046689;GO:0003677;GO:0071821	PF00125;PF15630
Mle_023771	P47791	5e-160	Glutathione reductase, mitochondrial	GO:0009897;GO:0070062;GO:0005739;GO:0050660;GO:0004362;GO:0050661;GO:0045454;GO:0006749;GO:0016491;GO:0055114;GO:0016491;GO:0055114;GO:0045454;GO:0055114;GO:0016491;GO:0055114;GO:0043115;GO:0006779;GO:0019354;GO:0055114	PF00070;PF00070;PF01266;PF01266;PF02852;PF02852;PF07992;PF07992;PF13241;PF13241;PF13241;PF13241
Mle_023772	P04274	7e-05	Beta-2 adrenergic receptor	GO:0005769;GO:0016021;GO:0005886;GO:0043235;GO:0004941;GO:0051380;GO:0042803;GO:0007190;GO:0007189;GO:0002032;GO:1901098;GO:1904504;GO:0043410;GO:0006898;GO:0006940;GO:0042312;GO:0004930;GO:0007186;GO:0016021	PF00001;PF00001;PF00001
Mle_023775	A5GFW1	4e-115	Aurora kinase A	GO:0005814;GO:0005813;GO:0032133;GO:0005929;GO:0000780;GO:0005876;GO:0051233;GO:0031616;GO:0005524;GO:0035174;GO:0004672;GO:0004712;GO:0051301;GO:0030030;GO:0000212;GO:0007100;GO:0007052;GO:1904146;GO:0045727;GO:0032465;GO:0004672;GO:0005524;GO:0006468;GO:0005524;GO:0016773;GO:0016020;GO:0004672;GO:0006468	PF00069;PF00069;PF00069;PF06293;PF06293;PF06293;PF07714;PF07714
Mle_023777	A4Q9F4	4e-70	Tubulin polyglutamylase TTLL11	GO:0005929;GO:0005737;GO:0005874;GO:0005524;GO:0016874;GO:0051013;GO:0018095;GO:0006464	PF03133
Mle_023779	P13798	1e-77	Acylamino-acid-releasing enzyme	GO:0005737;GO:0005829;GO:0070062;GO:0031965;GO:0008242;GO:0044822;GO:0004252;GO:0050435;GO:0006508;GO:0006415;GO:0008236;GO:0006508;GO:0016787	PF00326;PF00326;PF01738
Mle_023781	Q08623	2e-73	Pseudouridine-5'-phosphatase	GO:0005829;GO:0070062;GO:0016787;GO:0046872;GO:1990738;GO:0009117;GO:0043097	NA
Mle_023787	Q9W021	9e-08	39S ribosomal protein L23, mitochondrial	GO:0005762;GO:0000166;GO:0003723;GO:0003735;GO:0032543;GO:0006412;GO:0003735;GO:0006412;GO:0005840	PF00276;PF00276;PF00276
Mle_023788	P04323	9e-34	Retrovirus-related Pol polyprotein from transposon 17.6	GO:0004190;GO:0004519;GO:0003676;GO:0003964;GO:0015074	NA
Mle_023793	Q28ID3	5e-85	Glutaredoxin-3	GO:0005938;GO:0009055;GO:0051536;GO:0046872;GO:0015035;GO:0045454;GO:0045454;GO:0009055;GO:0015035;GO:0045454;GO:0000398;GO:0005681	PF00085;PF00462;PF00462;PF00462;PF02966;PF02966
Mle_023795	P56495	7e-11	Thyrotropin receptor	GO:0016021;GO:0005886;GO:0004996;GO:0007189;GO:0008344;GO:0030183;GO:0090103;GO:0071542;GO:0060122;GO:0040018;GO:0040012;GO:0005515	PF00057
Mle_023796	A2AQ19	2e-84	RNA polymerase-associated protein RTF1 homolog	GO:0016593;GO:0005730;GO:0044822;GO:0003697;GO:0001832;GO:0001711;GO:0080182;GO:0000122;GO:0051571;GO:0032968;GO:0045944;GO:0019827;GO:0006368;GO:0016055;GO:0003677	PF03126
Mle_023797	Q70VB1	1e-07	G-protein coupled receptor family C group 6 member A	GO:0009986;GO:0016021;GO:0005622;GO:0005886;GO:0004930;GO:0019722;GO:0043200;GO:0004930;GO:0007186	PF07562;PF07562
Mle_023800	Q9UBL3	3e-131	Set1/Ash2 histone methyltransferase complex subunit ASH2	GO:0035097;GO:0071339;GO:0044666;GO:0005719;GO:0005654;GO:0005634;GO:0048188;GO:0008013;GO:0003677;GO:1990188;GO:0018024;GO:0046872;GO:0044212;GO:1904837;GO:0006974;GO:0030097;GO:0051568;GO:0008284;GO:0045944;GO:0006355;GO:0043627;GO:0006366;GO:0006351;GO:0005515;GO:0005515	PF00622;PF00628
Mle_023804	Q10574	1e-09	Protein lin-32	GO:0005634;GO:0046982;GO:0042803;GO:0043565;GO:0009792;GO:0051179;GO:0045138;GO:0048666;GO:0006355;GO:0046983	PF00010
Mle_023806	Q5XHG1	7e-25	Sphingomyelin phosphodiesterase 4	GO:0005789;GO:0000139;GO:0016021;GO:0046872;GO:0004767;GO:0050290;GO:0050290	PF14724
Mle_023808	Q1JP63	1e-21	Synaptic vesicle 2-related protein	GO:0030054;GO:0016021;GO:0030672;GO:0022891;GO:0022857;GO:0055085;GO:0016021;GO:0055085;GO:0016021	PF00083;PF00083;PF00083;PF07690;PF07690
Mle_023812	Q8WXF0	3e-25	Serine/arginine-rich splicing factor 12	GO:0005654;GO:0000166;GO:0044822;GO:0003723;GO:0050733;GO:0051082;GO:0000395;GO:0048025;GO:0000381;GO:0000244;GO:0003676	PF00076
Mle_023813	Q9NRA2	6e-63	Sialin	GO:0030054;GO:0005737;GO:0005887;GO:0005765;GO:0016020;GO:0005886;GO:0030672;GO:0015136;GO:0015538;GO:0005351;GO:0006865;GO:0006820;GO:0006811;GO:0015739;GO:0022857;GO:0055085;GO:0016021;GO:0055085;GO:0016021	PF00083;PF00083;PF00083;PF07690;PF07690
Mle_023814	Q8WXI9	1e-08	Transcriptional repressor p66-beta	GO:0000790;GO:0016607;GO:0005654;GO:0016581;GO:0043234;GO:0043565;GO:0003700;GO:0008270;GO:0043044;GO:0006306;GO:0000122;GO:0006351	NA
Mle_023815	A7SD85	0	Cell division cycle 5-related protein	GO:0005737;GO:0005681;GO:0003677;GO:0003723;GO:0007049;GO:0006281;GO:0006397;GO:0008380;GO:0003824;GO:0009058	PF01467;PF01467
Mle_023816	P21329	2e-19	RNA-directed DNA polymerase from mobile element jockey	GO:0003964	NA
Mle_023825	P33450	7e-06	Cadherin-related tumor suppressor	GO:0016324;GO:0016021;GO:0005887;GO:0005739;GO:0045296;GO:0005509;GO:0050839;GO:0004872;GO:0016339;GO:0000904;GO:0008283;GO:0044331;GO:0045317;GO:0048105;GO:0045198;GO:0001737;GO:0042067;GO:0001736;GO:0007164;GO:0016336;GO:0007157;GO:0035329;GO:0007156;GO:0007446;GO:0007447;GO:0007476;GO:0090176;GO:0008285;GO:0010629;GO:0045926;GO:0045571;GO:0030178;GO:0016318;GO:0018149;GO:0035209;GO:0040008;GO:0045570;GO:0046620;GO:0032880;GO:0035159;GO:0016337;GO:0009888;GO:0035220;GO:0005515	PF00008
Mle_023826	Q96CD2	1e-67	Phosphopantothenoylcysteine decarboxylase	GO:0005829;GO:0004633;GO:0015937;GO:0009108;GO:0003824;GO:0016021	PF02441;PF09815
Mle_023828	B1AR13	7e-20	CDGSH iron-sulfur domain-containing protein 3, mitochondrial	GO:0005739;GO:0051537;GO:0046872;GO:0051537;GO:0043231	PF09360;PF09360
Mle_023833	A4QNP7	6e-06	Doublesex- and mab-3-related transcription factor A2	GO:0005634;GO:0000987;GO:0046872;GO:0042803;GO:0003700;GO:0007548;GO:0043565;GO:0006355	PF00751;PF00751
Mle_023834	P16580	2e-155	Glutamine synthetase	GO:0005739;GO:0005524;GO:0004351;GO:0004356;GO:0006542;GO:0004356;GO:0006807;GO:0004356;GO:0006542;GO:0006807	PF00120;PF00120;PF03951;PF03951;PF03951
Mle_023835	Q2N9B8	3e-11	50S ribosomal protein L16	GO:0005840;GO:0019843;GO:0003735;GO:0000049;GO:0006412;GO:0003735;GO:0006412;GO:0005840	PF00252;PF00252;PF00252
Mle_023836	Q22909	3e-15	Homeobox protein ceh-30 [Caenorhabditis elegans]	GO:0005634;GO:0000977;GO:0001228;GO:0048513;GO:0030154;GO:0043066;GO:0007399;GO:0006357;GO:0007548;GO:0009888;GO:0003677	PF00046
Mle_023838	Q940M4	7e-04	Organic cation/carnitine transporter 7	GO:0016021;GO:0005886;GO:0005524;GO:0090417;GO:0090416;GO:0022891;GO:2001143;GO:2001142	NA
Mle_023847	Q9QUP4	3e-06	Carbohydrate sulfotransferase 5	GO:0000139;GO:0016021;GO:0001517;GO:0005975;GO:0018146;GO:0006044;GO:0006790;GO:0008146	PF00685
Mle_023849	Q5FVR2	2e-96	Thymidine phosphorylase	GO:0005829;GO:0004645;GO:0016154;GO:0009032;GO:0006206;GO:0006213;GO:0006220;GO:0016757;GO:0008152;GO:0016763;GO:0006213	PF00591;PF00591;PF07831;PF07831
Mle_023856	F6RIX4	0	DNA helicase MCM9	GO:0097362;GO:0005634;GO:0005524;GO:0003677;GO:0004386;GO:0006974;GO:0006260;GO:0000724;GO:0008270;GO:0003677;GO:0005524;GO:0006260;GO:0005524;GO:0016887	PF00383;PF00493;PF00493;PF00493;PF07728;PF07728
Mle_023858	Q9VWB0	5e-10	Tectonin beta-propeller repeat-containing protein	GO:0000421;GO:0016021;GO:0005765;GO:0030246;GO:0032266;GO:0097352;GO:0007031	NA
Mle_023859	Q710D3	8e-12	Protein unc-93 homolog A	GO:0016021;GO:0005886	NA
Mle_023861	Q3ZBY3	9e-19	Calretinin	GO:0005829;GO:0043005;GO:0005634;GO:0045202;GO:0005509;GO:0051480;GO:0005509;GO:0005509;GO:0005509	PF00036;PF13405;PF13499
Mle_023862	Q5TM68	2e-37	Mediator of DNA damage checkpoint protein 1 [Macaca mulatta]	GO:0005694;GO:0005634;GO:0007049;GO:0006281;GO:0005515	PF00498
Mle_023867	P25208	8e-53	Nuclear transcription factor Y subunit beta	GO:0016602;GO:0005654;GO:0005634;GO:0032993;GO:0003677;GO:0070491;GO:0043565;GO:0003700;GO:0044212;GO:0045893;GO:0006355;GO:0006351;GO:0003677;GO:0006366	PF00125;PF02269
Mle_023869	O15230	4e-13	Laminin subunit alpha-5	GO:0005605;GO:0005604;GO:0070062;GO:0031012;GO:0005576;GO:0005615;GO:0043259;GO:0043260;GO:0005610;GO:0005634;GO:0005178;GO:0005198;GO:0001525;GO:0060445;GO:0001658;GO:0030154;GO:0016477;GO:0008283;GO:0008037;GO:0042384;GO:0007010;GO:0009790;GO:0045446;GO:0090002;GO:0030198;GO:0048041;GO:0001942;GO:0007229;GO:0030324;GO:0001738;GO:0016331;GO:0007517;GO:0001755;GO:0042475;GO:0030155;GO:0030334;GO:0042127;GO:0045995;GO:0034446;GO:0007154;GO:0016020	PF01414;PF01414
Mle_023870	Q9WUE4	6e-53	Nitrogen permease regulator 2-like protein	GO:1990130;GO:0005096;GO:0004672;GO:0034198;GO:0033673;GO:0032007;GO:0043547;GO:0006468	NA
Mle_023876	Q99PW8	4e-15	Kinesin-like protein KIF17	GO:0005930;GO:0036064;GO:0005737;GO:0030992;GO:0005871;GO:0005874;GO:0015630;GO:1990075;GO:0032391;GO:0005524;GO:0008574;GO:0003777;GO:0030030;GO:0042073;GO:0007018;GO:0007017;GO:0022008;GO:0031503;GO:0016192	NA
Mle_023880	Q9NP80	6e-61	Calcium-independent phospholipase A2-gamma	GO:0005789;GO:0000139;GO:0016021;GO:0005622;GO:0016020;GO:0048471;GO:0005778;GO:0005777;GO:0005524;GO:0047499;GO:0004622;GO:0004623;GO:0019369;GO:0050482;GO:0008219;GO:0006631;GO:0043651;GO:0036151;GO:0034638;GO:0036152;GO:0046338;GO:0001516;GO:0006629	PF01734
Mle_023881	P79218	2e-07	Substance-K receptor	GO:0016021;GO:0005886;GO:0004995;GO:0070472;GO:0004930;GO:0007186;GO:0016021;GO:0008528	PF00001;PF00001;PF00001;PF10324
Mle_023888	P24049	1e-76	60S ribosomal protein L17	GO:0031672;GO:0022625;GO:0005634;GO:0005844;GO:0070180;GO:0003735;GO:0034198;GO:1900087;GO:1990928;GO:0006412;GO:0003735;GO:0006412;GO:0005840	PF00237;PF00237;PF00237
Mle_023889	Q8N196	2e-14	Homeobox protein SIX5	GO:0005737;GO:0005794;GO:0043231;GO:0005654;GO:0000978;GO:0002088;GO:1902723;GO:0045892;GO:0045944;GO:0007286;GO:0006351;GO:0003677;GO:0003677;GO:0006355	PF00046;PF05920;PF05920
Mle_023890	Q8TCD6	6e-40	Pyridoxal phosphate phosphatase PHOSPHO2	GO:0046872;GO:0016791;GO:0033883;GO:0016791	PF06888
Mle_023891	Q3TTL0	4e-42	Uncharacterized protein C3orf38 homolog	GO:0006915	NA
Mle_023894	Q9NX74	2e-97	tRNA-dihydrouridine(20) synthase [NAD(P)+]-like	GO:0005737;GO:0005829;GO:0005783;GO:0005739;GO:0003725;GO:0050660;GO:0004860;GO:0017150;GO:0060548;GO:0017150;GO:0050660;GO:0008033;GO:0055114	PF01207;PF01207;PF01207;PF01207
Mle_023895	Q9D5V6	2e-42	Synapse-associated protein 1	GO:0005737;GO:0070062;GO:0005794;GO:0005654;GO:0005634	NA
Mle_023903	P10630	7e-09	Eukaryotic initiation factor 4A-II	GO:0048471;GO:0005524;GO:0004004;GO:0016887;GO:0044822;GO:0003743;GO:1900260;GO:0010468;GO:0006446;GO:0010501;GO:0006413;GO:0003723	PF00013
Mle_023905	Q5R4J5	3e-05	Synaptotagmin-1	GO:0030054;GO:0042584;GO:0016021;GO:0030672;GO:0046872;GO:0030154	NA
Mle_023909	O16118	3e-163	Guanine nucleotide-binding protein G(s) subunit alpha	GO:0005525;GO:0003924;GO:0046872;GO:0004871;GO:0007186;GO:0005525;GO:0003924;GO:0004871;GO:0019001;GO:0031683;GO:0007186;GO:0005525;GO:0005525;GO:0007264	PF00025;PF00503;PF00503;PF00503;PF00503;PF00503;PF04670;PF08477;PF08477
Mle_023919	P56101	6e-42	DnaJ homolog subfamily C member 5	GO:0016020	NA
Mle_023922	P20825	2e-58	Retrovirus-related Pol polyprotein from transposon 297	GO:0004190;GO:0004519;GO:0003676;GO:0003964;GO:0015074;GO:0015074	PF00665
Mle_023929	Q96RW7	9e-28	Hemicentin-1	GO:0005604;GO:0005938;GO:0030054;GO:0070062;GO:0005509;GO:0050896;GO:0007601;GO:0005515	PF13895
Mle_023933	P35072	7e-04	Transposable element Tcb1 transposase	GO:0005634;GO:0003677;GO:0015074;GO:0006313	NA
Mle_023937	P16425	6e-04	Putative 115 kDa protein in type-1 retrotransposable element R1DM	NA	NA
Mle_023939	O15973	9e-06	Rhodopsin, GQ-coupled	GO:0016021;GO:0004930;GO:0009881;GO:0007602;GO:0018298;GO:0007601;GO:0004930;GO:0007186;GO:0016021	PF00001;PF00001;PF00001
Mle_023940	Q6XUZ5	0	Isocitrate dehydrogenase [NADP] cytoplasmic	GO:0005737;GO:0004450;GO:0000287;GO:0051287;GO:0006103;GO:0006097;GO:0006102;GO:0006099;GO:0016616;GO:0055114	PF00180;PF00180
Mle_023941	Q61220	4e-06	Protein kinase C-binding protein NELL2	GO:0005737;GO:0030425;GO:0005615;GO:0016020;GO:0043204;GO:0005509;GO:0008201;GO:0070050;GO:0070207;GO:0040008;GO:0005509	PF07645
Mle_023943	P62318	2e-46	Small nuclear ribonucleoprotein Sm D3	GO:0071013;GO:0000243;GO:0005737;GO:0005829;GO:0070062;GO:0034709;GO:0005654;GO:0034715;GO:0071011;GO:0071010;GO:0030532;GO:0034719;GO:0005681;GO:0097526;GO:0005685;GO:0005689;GO:0005686;GO:0005687;GO:0005682;GO:0005683;GO:0019899;GO:0071208;GO:0044822;GO:0070034;GO:0030620;GO:0071209;GO:0008334;GO:0000398;GO:0051170;GO:0006479;GO:0008380;GO:0000245;GO:0000387;GO:0006369;GO:0009424;GO:0005198;GO:0019028;GO:0019031	PF02465;PF04513;PF04513;PF04513
Mle_023944	Q2KHU4	4e-91	ATP-dependent Clp protease proteolytic subunit, mitochondrial	GO:0009368;GO:0005759;GO:0004252;GO:0051603	NA
Mle_023945	Q6TDP4	5e-47	Kelch-like protein 17	GO:0015629;GO:0030054;GO:0031463;GO:0032839;GO:0005615;GO:0043025;GO:0014069;GO:0045211;GO:0051015;GO:0032947;GO:0030036;GO:0007420;GO:0016567;GO:0005515;GO:0005515	PF00651;PF01344
Mle_023949	Q5ZI49	1e-79	Ribose-phosphate pyrophosphokinase 2	GO:0070062;GO:0005524;GO:0016301;GO:0000287;GO:0042803;GO:0004749;GO:0006015;GO:0009165;GO:0009156;GO:0009116;GO:0000287;GO:0004749;GO:0009165	PF00156;PF14572;PF14572;PF14572
Mle_023964	Q0VFN8	2e-81	Uncharacterized protein C9orf117 homolog [Xenopus (Silurana) tropicalis]	NA	NA
Mle_023968	Q95SX7	3e-23	Probable RNA-directed DNA polymerase from transposon BS	GO:0003964;GO:0006313	NA
Mle_023969	Q9EPU4	0	Cleavage and polyadenylation specificity factor subunit 1	GO:0005847;GO:0005654;GO:0019899;GO:0035925;GO:0003729;GO:0006379;GO:0006378;GO:0003676;GO:0005634	PF03178;PF03178
Mle_023972	Q2KIP6	8e-07	Kappa-type opioid receptor	GO:0016021;GO:0005887;GO:0043005;GO:0038048;GO:0042923;GO:0004985;GO:0031635;GO:0051607;GO:0007187;GO:0006955;GO:0007626;GO:0007218;GO:0007200;GO:0046877;GO:0019233;GO:0007268;GO:0004930;GO:0007186;GO:0016021	PF00001;PF00001;PF00001
Mle_023974	Q9Z2G9	3e-46	Oxidoreductase HTATIP2	GO:0005737;GO:0016020;GO:0005635;GO:0005654;GO:0051287;GO:0016620;GO:0004674;GO:0001525;GO:0006915;GO:0030154;GO:0051170;GO:0043068;GO:0046022;GO:0046777;GO:0045765;GO:0008839;GO:0009089;GO:0055114;GO:0016620;GO:0051287;GO:0055114;GO:0003824;GO:0050662	PF01113;PF01113;PF01113;PF01118;PF01118;PF01118;PF01370;PF01370
Mle_023978	Q3ULD5	0	Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial	GO:0005759;GO:0005739;GO:0005524;GO:0004485;GO:0015936;GO:0006552;GO:0016874	PF06833
Mle_023979	Q3UF64	7e-61	RING finger and transmembrane domain-containing protein 2	GO:0016021;GO:0008270;GO:0046872;GO:0008270;GO:0004842;GO:0005680;GO:0005515;GO:0008270;GO:0005515;GO:0008270	PF00097;PF12678;PF12861;PF12861;PF13639;PF13639;PF14634;PF14634
Mle_023981	Q9YGF2	2e-13	40S ribosomal protein S6 [Oncorhynchus mykiss]	GO:0022627;GO:0005634;GO:0003735;GO:0042593;GO:0006412;GO:0003676;GO:0008270;GO:0003735;GO:0006412;GO:0005622;GO:0005840	PF00098;PF00098;PF01092;PF01092;PF01092;PF01092
Mle_023983	Q03833	9e-08	Transcriptional activator/repressor GIS1	GO:0005829;GO:0005634;GO:0051864;GO:0046872;GO:0000978;GO:0001077;GO:0001078;GO:0001300;GO:0016577;GO:0060275;GO:0000122;GO:0045944;GO:0071071;GO:0046872;GO:0008270;GO:0003684;GO:0006281;GO:0046872;GO:0046872	PF00096;PF01428;PF11799;PF11799;PF13465;PF13912
Mle_023985	P08752	2e-174	Guanine nucleotide-binding protein G(i) subunit alpha-2	GO:0044297;GO:0005813;GO:0005737;GO:0005829;GO:0030425;GO:0070062;GO:1903561;GO:0005834;GO:0016020;GO:0045121;GO:0030496;GO:0005654;GO:0005886;GO:0031683;GO:0001664;GO:0005525;GO:0003924;GO:0046872;GO:0004871;GO:0000186;GO:0001973;GO:0007193;GO:0007049;GO:0051301;GO:0008283;GO:0007213;GO:0007214;GO:0035556;GO:0050805;GO:0008284;GO:0051924;GO:0005525;GO:0003924;GO:0004871;GO:0019001;GO:0031683;GO:0007186;GO:0005525;GO:0005525;GO:0007264	PF00025;PF00503;PF00503;PF00503;PF00503;PF00503;PF04670;PF08477;PF08477
Mle_023986	Q5R7E3	2e-16	Heme oxygenase 1	GO:0005789;GO:0004392;GO:0046872;GO:0006915;GO:0006788;GO:0004392;GO:0006788;GO:0055114	PF01126;PF01126;PF01126
Mle_023990	Q5EAJ7	0	Major vault protein	GO:0005737;GO:0030529;GO:0005634	NA
Mle_023991	O18783	7e-33	Plasminogen	GO:0005576;GO:0004252;GO:0007596;GO:0042730;GO:0048771	NA
Mle_023992	O74467	3e-10	SET domain-containing protein 5	GO:0005829;GO:0000790;GO:0005634;GO:0018024;GO:0016279;GO:0034968;GO:0018022;GO:0005515	PF00856
Mle_023994	Q708S4	9e-16	Acid-sensing ion channel 4	GO:0045177;GO:0005887;GO:0005261;GO:0015280;GO:0005248;GO:0005272;GO:0006814;GO:0016020	PF00858;PF00858;PF00858
Mle_023999	Q55GS6	2e-08	3-hydroxyisobutyryl-CoA hydrolase, mitochondrial	GO:0005739;GO:0003860;GO:0006574;GO:0006506;GO:0005789	PF08320;PF08320
